43403,36226,38277
45795,36568,36569
42378,36910,38619
42379,36910,36226
42036,37252,39303
41694,37593,35543
41694,37936,39303
42036,37935,36568
42378,37935,38961
320913,37593,36227
41353,37593,39302
41352,46821,36569
41011,37936,38619
40670,37936,36910
40670,36226,38619
38277,36226,36910
35543,36569,39302
34859,36227,37594
34518,36910,38960
34859,36910,37594
35201,36910,39302
35201,37594,37252
35543,38278,38619
37936,37935,37252
40328,37935,38961
39986,37593,36910
40327,36911,38619
74162,37594,37594
36568,38619,38619
35885,38618,37252
36568,38277,38277
36226,38619,37594
35885,37251,38277
36226,36226,37594
36568,36911,38618
36569,36568,37594
36568,36910,38619
44087,36910,37252
36226,36227,38277
37936,37252,37935
38277,37252,37593
37935,37594,37593
37936,37594,37935
37936,37593,37935
66301,37935,38277
37252,38277,37594
36911,40669,38277
37935,39986,37935
37594,39986,37936
56732,38961,37593
38618,38961,37594
37935,38960,37935
37935,38277,37935
37593,38619,38960
37252,38619,36568
37251,37593,37936
36569,37252,38277
37252,62200,36910
36910,35885,38619
46480,35543,37252
36569,35884,37936
38277,36568,37593
38277,36569,37935
38619,36910,37935
37935,37252,38619
38619,36910,37594
37935,36568,38277
37252,36227,37594
38277,35885,37593
37593,36227,37593
36569,38961,38277
35543,35543,37593
35543,36226,37935
35543,35885,37251
35884,36910,37252
36227,36910,37935
36226,36910,37593
36568,38619,37936
36568,38961,37593
36910,39644,37936
36910,39302,37252
37594,39302,37936
37593,38619,37935
37252,38960,37935
37252,38961,37936
36910,38619,38277
36910,1354736,37593
36910,36910,38277
36568,35885,37594
36568,36227,37594
36910,36568,38618
36910,36226,36227
36910,36226,40328
37594,36568,35885
37251,36227,39644
36569,38619,35885
36227,39644,39986
36227,38277,36226
35885,150716,39644
36226,36910,36910
36226,36910,46821
36568,36568,36568
36910,36568,39302
36910,36568,35885
36568,36569,39986
37594,36569,35885
37252,36910,39644
37594,36910,35885
37252,36910,39644
37593,37594,36226
4572064,36910,47846
35201,37593,36910
34860,37593,40328
34860,37593,35543
34518,37935,40327
34859,37936,36227
35201,37594,39303
35543,38277,36569
35201,37593,269307
35202,37935,36226
35202,37935,38961
42378,37593,36567
41695,37935,38961
42037,38277,36910
41695,37252,38277
41695,36569,41695
41695,36569,38619
41353,36226,37252
42037,36568,37593
41694,38277,38960
42036,39986,36227
39303,39986,39644
35543,40328,35543
34859,40327,40669
34860,39986,35885
35201,42036,39644
34859,42036,36568
35202,42037,40328
35543,42037,35885
35543,42036,39645
35201,41694,36568
35201,41694,38619
35543,42036,36910
36226,41011,38961
36226,41695,36910
36226,41011,38619
