16094,1459
13802,1458
14219,1406
13854,1406
13541,1406
13854,1406
13438,1406
14062,2135
14115,1458
13646,1459
13907,1406
13489,1406
14115,1407
13646,1458
15521,1459
14532,1458
14219,1458
13854,1459
9323,1458
9218,1458
9427,1459
18490,1458
9635,1406
10104,1406
9687,1406
9687,1459
9791,1406
9791,1406
9791,1459
10469,1406
9479,1459
9323,1458
9739,1458
9948,1459
9636,1458
9740,1458
9792,1459
9635,1458
10469,1406
9844,1459
10104,1458
9584,1458
9948,1459
9792,1458
9427,1458
12395,1407
10052,1406
9844,1406
9792,1458
9740,1458
9948,1407
9896,1406
9584,1406
9532,1458
150781,1458
6094,1459
6094,1458
6041,1458
11250,1459
6094,1458
6198,1458
6094,1459
5990,1458
6094,1458
6459,1459
6198,1458
6197,1510
6094,1459
6197,1458
6250,1510
6094,1459
6041,1458
6094,1458
5990,1459
6041,1406
6146,1458
6198,1458
5990,1459
6094,1458
6094,1459
6041,1458
6146,1458
6094,1459
6198,1458
6094,1458
6093,1459
5990,1406
6042,1459
6146,1458
6094,1458
6094,1459
6146,1458
6042,1406
6041,1458
6042,1458
6146,1459
6302,1406
6042,1458
6198,1459
6198,1458
6198,1458
5990,1511
6250,1458
6198,1459
6041,1458
6093,1458
6198,1459
5990,1458
6041,1458
6146,1459
6094,1458
6406,1458
6198,1459
6094,1510
6250,1458
6042,1459
6302,1458
6250,1458
6042,1459
6094,1458
6146,1458
6302,1459
6146,1458
6042,1459
6250,1458
6250,1458
5938,1459
6041,1458
6042,1458
6355,1511
6094,1458
6094,1459
6354,1406
6302,1458
6354,1459
6094,1458
6823,1458
6302,1459
6458,1458
6146,1458
6094,1459
6094,1458
6042,1459
5990,1458
6094,1458
6041,1459
5885,1406
6146,1406
5938,1406
6042,1458
6094,1459
6042,1406
6094,1459
6041,1458
6042,1458
6042,1406
5938,1458
6042,1459
5938,1458
6146,1458
6041,1407
6042,1458
6198,1406
6042,1458
6094,1458
6042,1459
5990,1458
6146,1458
6042,1458
6146,1458
6146,1459
6042,1406
6093,1458
5990,1458
6093,1458
5989,1459
6042,1406
6198,1458
6041,1459
6094,1458
6094,1407
6094,1458
5990,1458
6042,1459
6094,1406
6094,1459
6145,1406
6041,1406
6094,1458
6146,1458
6198,1459
7136,1458
6562,1407
5990,1406
6146,1458
6146,1459
6094,1458
6094,1406
6041,1458
6041,1406
5990,1459
6198,1458
5937,1458
6042,1459
6042,1458
6094,1459
5989,1458
6042,1406
6094,1406
6093,1458
5937,1459
6042,1458
5989,1458
5989,1459
6145,1458
6302,1406
6041,1406
6459,1458
6198,1459
5938,1458
6094,1406
5989,1459
1354,1458
1250,1407
1250,1406
1250,1458
1562,1459
1250,1406
1250,1459
1198,1458
1198,1406
1250,1459
1250,1458
1198,1458
1198,1406
1198,1458
1198,1407
1198,1458
1198,1458
1250,1407
1250,1406
1198,1459
1250,1458
1198,1458
1250,1459
1250,1458
1198,1459
1250,1406
1250,1406
1250,1459
1198,1458
1250,1459
1250,1458
1250,1406
1510,1459
1250,1458
1250,1406
1250,1459
1250,1458
1250,1459
1250,1406
1250,1406
1250,1406
1250,1458
1198,1459
1197,1458
1250,1406
1250,1459
1250,1406
1198,1458
1198,1458
1250,1406
1250,1459
1250,1458
1250,1406
1250,1407
1250,1406
1250,1459
1250,1406
1250,1406
1250,1406
1250,1458
1250,1459
1250,1458
1198,1458
1198,1406
1250,1458
1250,1459
1250,1458
1250,1458
1250,1459
1250,1458
1250,1459
1250,1406
1250,1458
1250,1459
1250,1406
1198,1459
1250,1458
1250,1458
1250,1459
1198,1406
1250,1458
1250,1458
1250,1406
1250,1407
1250,1458
1250,1406
1250,1406
1198,1406
1250,1459
1250,1458
1250,1458
1250,1458
1198,1458
1198,1459
1250,1458
1198,1406
1250,1407
1198,1458
1198,1459
1198,1406
1250,1458
1250,1407
1250,1458
1250,1406
1250,1458
1250,1458
1250,1459
1250,1458
1198,1406
1250,1459
1250,1458
1198,1459
1250,1510
1198,1458
1250,1459
1198,1458
1250,1458
1198,1459
1250,1458
1250,1459
1197,1458
1250,1458
1250,1406
1250,1406
1198,1459
1250,1406
1250,1407
1198,1458
1198,1458
1198,1459
1250,1458
1250,1407
1250,1458
1198,1458
1250,1458
1250,1406
1250,1459
1250,1458
1250,1458
1250,1459
1250,1406
1250,1407
1250,1406
1250,1406
1250,1459
1250,1458
1250,1459
1250,1406
1250,1458
1198,1459
1198,1406
1198,1459
1250,1458
1250,1458
1198,1407
1250,1406
1250,1407
1250,1458
1250,1458
1250,1407
1250,1406
1250,1459
1197,1458
1250,1458
1250,1459
1250,1458
1198,1406
1250,1458
1250,1458
1250,1459
1250,1458
1198,1458
1198,1459
1250,1510
1250,1458
1250,1459
1198,1510
1198,1458
1250,1459
1250,1458
1198,1458
1250,1459
1250,1458
1250,1458
1197,1459
1250,1511
1250,1458
1250,1458
1198,1459
1198,1458
1250,1406
1250,1458
1250,1458
1198,1459
1198,1406
1250,1458
1198,1459
1198,1458
1250,1406
1198,1459
1198,1458
1250,1458
1250,1459
1250,1458
1250,1458
1198,1459
1250,1458
1250,1459
1250,1458
1250,1458
1250,1459
1198,1458
1198,1510
1250,1459
1250,1406
1250,1407
1250,1458
1250,1458
1198,1459
1250,1458
1198,1510
1250,1459
1250,1458
1198,1459
1198,1458
1198,1458
1250,1459
1250,1458
1250,1510
1250,1459
1198,1458
1250,1458
1250,1511
1250,1458
1250,1458
1250,1459
1250,1458
1198,1458
1250,1459
1197,1511
1198,1458
1250,1459
1250,1458
1250,1510
1198,1510
1198,1511
1198,1458
1250,1458
1250,1459
1250,1510
1250,1458
1198,1459
1198,1458
1250,1510
1250,1511
1198,1510
1198,1510
1250,1511
1250,1511
1250,1458
1250,1458
1198,1459
1198,1458
1250,1510
1250,1459
1250,1458
1250,1458
1197,1459
1198,1459
1198,1458
1198,1510
1250,1511
1198,1458
1198,1510
1250,1459
1250,1510
1198,1458
1250,1459
1250,1458
1250,1458
1250,1459
1198,1458
1198,1458
1250,1510
1250,1459
1198,1458
1198,1510
1250,1459
1198,1458
1250,1458
1250,1459
1250,1510
1250,1458
1250,1459
1250,1458
1250,1458
1198,1458
1250,1459
1250,1510
1511,1510
1198,1459
1250,1562
1250,1458
1250,1458
1250,1459
1250,1458
1250,1458
1198,1459
1250,1406
1250,1459
1250,1458
1250,1458
1250,1459
1250,1458
1250,1458
1250,1459
1198,1406
1250,1458
1250,1458
1250,1458
1250,1459
1250,1458
1250,1406
1250,1459
1250,1458
1250,1459
1250,1406
1198,1458
1198,1459
1198,1458
1250,1406
1250,1459
1250,1406
1250,1459
1250,1458
1250,1458
1198,1459
1198,1458
1250,1458
1250,1459
1198,1406
1198,1458
1250,1459
1250,1458
1250,1458
1198,1459
1250,1458
1250,1458
1250,1459
2865,1458
1198,1459
1198,1406
1250,1458
1250,1407
1198,1458
1250,1459
1250,1458
1250,1458
1250,1459
1250,1458
1198,1459
1250,1458
1198,1458
1250,1459
1250,1458
1250,1458
1250,1458
1250,1458
1198,1459
1250,1458
1250,1406
1250,1406
1250,1458
1198,1459
1250,1458
1250,1458
1250,1458
1250,1406
1250,1407
1250,1458
1198,1458
1250,1459
1250,1458
1250,1459
1250,1406
1250,1406
1250,1406
1250,1458
1198,1459
1250,1458
1250,1458
1250,1458
1250,1458
1198,1459
1250,1406
1198,1458
1250,1459
1250,1406
1250,1407
1250,1458
1250,1406
1250,1459
1198,1406
1250,1407
1250,1458
1198,1458
1198,1459
1198,1458
1250,1459
1250,1458
1198,1406
1250,1406
1250,1406
1250,1407
1250,1406
1250,1459
1250,1458
1198,1406
1250,1458
1198,1458
1250,1459
1250,1406
1198,1459
1250,1458
1250,1458
1198,1459
1250,1458
1198,1458
1250,1458
1198,1458
1198,1459
1250,1458
1198,1458
1250,1459
1197,1458
1250,1459
1250,1406
1250,1406
1250,1458
1198,1458
1250,1459
1250,1458
1250,1406
1250,1458
1198,1458
1250,1407
1250,1458
1250,1458
1250,1406
1198,1458
1250,1459
1198,1458
1250,1458
1250,1459
1250,1458
1250,1459
1198,1511
1250,1406
1250,1459
1250,1458
1250,1458
1198,1459
1250,1458
1197,1459
1250,1458
1197,1458
1198,1406
1250,1458
1250,1459
1250,1458
1250,1458
1198,1511
1250,1458
1250,1406
1250,1458
1250,1510
1250,1459
1198,1406
1250,1459
1198,1458
1250,1458
1250,1407
1250,1458
1198,1511
1250,1458
1250,1406
1250,1459
1250,1458
1198,1458
1250,1407
1250,1458
1198,1511
1250,1458
1250,1458
1250,1459
1250,1510
1250,1458
1198,1459
1198,1406
1250,1458
1250,1459
1250,1458
1250,1407
1250,1406
1250,1458
1250,1406
1250,1458
1250,1459
1250,1406
1250,1458
1250,1406
1198,1458
1250,1459
1198,1406
1198,1459
1250,1510
1250,1406
1250,1459
1250,1458
